productionvolume,supplierquality,defectrate,qualityscore,maintenancehours,inventoryturnover,stockoutrate,workerproductivity,safetyincidents,energyefficiency,defectstatus
928,93.69450328,3.154008204,99.63669899,19,3.978705256,0.032004583,89.04593368,5,0.301815957,1
914,84.24162475,3.961340555,66.23705009,16,8.385407508,0.071346223,95.47749622,7,0.468388988,1
248,84.7799536,2.429844626,70.14199104,15,3.060352841,0.050753361,81.69031018,6,0.217067243,1
179,85.62569127,3.913050863,63.56064499,9,9.953325058,0.066899868,95.79506538,4,0.122601488,1
985,88.22254557,2.173113461,70.86954066,4,4.616782209,0.011093652,82.12164724,9,0.466550882,1
312,84.68650131,1.598425576,90.71750206,13,9.375745004,0.051884788,84.14918056,1,0.186827063,1
302,80.39302965,3.780560396,94.11697433,23,3.520264639,0.039221955,90.31764237,9,0.25161119,1
863,97.58786114,2.388525315,91.1557058,18,3.50318016,0.045184957,89.263492,5,0.31235665,1
328,99.31219663,4.916196969,85.24263113,3,6.522685464,0.096620833,99.77717949,9,0.490352188,1
775,86.83140774,2.07268332,80.5586605,19,2.404800679,0.01362889,91.78947427,4,0.314107377,1
326,86.77013759,4.647773392,88.34817157,15,8.408023181,0.075470018,86.5487119,3,0.279097323,1
758,80.14183626,4.698331469,75.63334197,23,5.516922005,0.033034279,98.00297737,9,0.333455392,1
631,93.60501377,1.588338262,93.65233406,14,7.593571787,0.029035799,86.24429914,4,0.488323264,1
540,96.50879791,4.091995317,87.08760376,8,3.397057628,0.02707774,85.4755127,8,0.42717784,1
501,82.93216601,2.448835273,87.91218794,2,7.138858806,0.034878155,89.8874359,1,0.167587255,0
146,83.19332699,4.628861273,81.43743973,22,6.752565235,0.035711706,98.26349569,5,0.421304006,1
332,95.801665,2.525559227,95.40915937,8,8.045290015,0.027074701,94.17028511,8,0.436439624,0
404,92.32581497,3.849366728,70.08058935,17,4.379210341,0.066749315,93.54966431,9,0.376277642,1
625,80.89721115,2.601353341,75.24590613,3,9.4653246,0.004772198,94.5215453,4,0.362893384,0
242,92.45093981,1.525103401,91.10570279,18,9.690408555,0.033229381,93.19281222,5,0.2763508,1
514,86.17835446,1.39707558,79.70995585,23,8.94498889,0.028020561,95.19592719,9,0.356678155,1
612,87.37450311,2.414440374,95.56856054,3,6.576270129,0.075141802,83.85524043,3,0.395029989,0
472,95.39462837,3.899725957,73.85597279,8,5.362306165,0.014649854,83.54516574,4,0.149128099,1
665,96.21870385,3.222821683,74.77320675,0,2.463939349,0.094068714,87.24326688,7,0.202931984,1
985,88.00713254,3.598831805,95.54943158,0,9.577822412,0.017051861,97.01919558,0,0.177632752,1
358,98.94305872,1.770468578,78.57481281,19,9.61425075,0.037002736,94.28908431,0,0.436484735,1
755,88.12925436,2.666459057,80.64498337,18,2.14950764,0.019970019,91.32946686,9,0.372001037,1
570,95.4367207,0.699778692,73.31054861,2,4.855100373,0.028669794,80.38894875,3,0.280311416,1
111,89.67754529,4.178895872,71.06679769,9,9.040290946,0.07610247,84.71604568,9,0.4304223,1
429,97.95064653,4.95451473,86.23794843,11,2.646816264,0.047640472,96.07027885,2,0.386712536,1
835,98.15522487,2.330955782,64.79362646,17,3.572531014,0.016257572,84.84973386,4,0.465437233,1
883,81.74833616,0.549336439,95.17090565,13,9.829418535,0.004663488,94.60580394,9,0.130722798,1
457,98.72986663,1.264066878,91.16812547,9,8.778310497,0.022991622,83.6926853,7,0.303662953,0
507,96.51069683,3.43637095,67.62993055,9,9.296507953,0.094560278,92.12735116,0,0.382699161,1
767,95.82621429,3.254356932,87.76079783,17,3.137235349,0.084531675,92.56422733,4,0.182997275,1
472,84.01822679,4.045391238,84.10531685,23,3.690527672,0.044017372,95.03932451,4,0.230850493,1
107,96.10238418,1.642478049,67.38140203,0,6.843332675,0.048199522,88.76684802,1,0.267590501,1
221,97.00265469,3.93634362,70.92814024,14,6.013905768,0.089936614,92.65349398,4,0.417730247,1
447,85.78300669,3.595928097,76.35946015,7,4.388027124,0.059134538,89.73939577,7,0.29743048,1
775,99.04520157,1.95266524,87.96970941,2,9.070770398,0.088076707,98.94676091,9,0.297148013,0
189,80.99720293,2.954696666,85.54893635,17,9.211108924,0.04918391,90.43761454,6,0.272355047,1
747,82.99818506,1.162732138,81.28939391,8,4.333472081,0.020009762,84.19195766,1,0.191435636,0
797,90.75162276,2.536540265,90.73642172,15,3.246025125,0.072592698,93.35785098,5,0.469228614,1
415,91.51584942,4.465388028,90.31750958,20,3.192739366,0.052639332,90.96934656,9,0.227120448,1
277,92.90300167,2.395361209,84.71436616,14,5.875401563,0.066843958,96.07658994,0,0.326986264,1
639,80.33938259,4.278050179,91.47960334,4,3.063347963,0.015723092,83.53823195,9,0.159511894,1
831,99.20733549,3.156140144,73.37053499,12,5.786721777,0.06476018,85.21879205,9,0.273697357,1
968,80.89176185,1.363445209,95.24998113,21,5.695472583,0.038225715,98.43258215,2,0.461521406,1
140,82.86123905,3.114978101,84.59640343,19,9.072881706,0.033199775,98.60052226,5,0.498186095,1
839,80.28029035,2.776924981,92.89454055,6,4.369683518,0.067147554,88.84513533,8,0.244700743,1
803,91.33716867,2.293886008,81.85116419,15,6.485219669,0.059223911,80.95502364,0,0.161596219,1
601,98.64533768,1.038336978,68.7375298,6,7.947998914,0.064910743,86.13110137,5,0.225780611,1
244,93.31894332,2.375188987,81.69640515,21,6.76731836,0.096533306,84.94245309,1,0.230896707,1
300,96.45314937,0.827430693,74.84446655,15,9.63254276,0.070119647,88.29353704,8,0.357803518,1
823,80.26562407,0.944460731,87.89996144,12,6.818219844,0.064089896,86.35601238,1,0.29846269,1
560,90.84030597,2.371624398,79.03175167,16,9.214897428,0.061355304,96.57984688,2,0.407383891,1
831,89.19125955,1.874216669,93.4445122,8,3.960451114,0.039871425,80.06072038,1,0.380521314,1
851,89.97935888,4.664949466,87.12290049,11,6.486022182,0.083919169,92.89263707,3,0.20052349,1
657,81.44426371,2.190676124,87.38177732,12,6.346447413,0.03809386,93.2854045,3,0.413702276,1
646,93.68870722,3.910361549,68.68621334,8,9.915616881,0.070024363,93.21253151,9,0.438984747,1
352,90.0644083,2.886113869,99.36999066,4,3.636050507,0.029314364,90.41189361,0,0.339356076,0
489,95.302977,3.668385509,93.66700837,6,3.127947187,0.014775644,92.22208146,7,0.471067084,1
693,89.70581268,1.670521924,91.56019538,0,6.893376621,0.012976331,96.20988623,4,0.413179249,0
982,82.98763272,4.738572378,73.20860901,3,3.789537147,0.063455886,95.68393557,7,0.338158363,1
355,92.96513908,2.885398236,81.42526611,3,7.113242765,0.032795493,80.69250754,5,0.462466399,0
808,83.44772724,4.240958321,65.48412752,15,9.779912708,0.027504929,80.60873071,1,0.340143392,1
914,97.44789127,2.142705621,81.53903907,4,9.572047963,0.059205933,96.77889626,6,0.308476451,1
549,92.26232478,0.950951071,65.83556986,21,3.848824197,0.002566975,91.49459375,9,0.242503336,1
109,83.14407767,3.531702415,82.12151376,3,3.367170786,0.024622565,99.14854671,8,0.453145332,1
923,99.24676115,0.534918418,85.94887521,5,6.485914297,0.034054729,88.63183194,6,0.149090868,1
897,90.36730927,2.638818395,75.60783869,22,6.694218306,0.070837359,83.53483643,4,0.289401086,1
341,81.45796904,1.367608562,79.94179513,2,7.298000571,0.054500125,89.46469825,3,0.314965333,0
350,92.53665809,3.32318977,95.02613551,7,7.931927408,0.085598862,88.73088616,7,0.321899643,1
976,85.06397814,4.907389429,64.34252579,16,6.807658485,0.033450636,90.34354763,5,0.360755932,1
104,96.07386904,2.589813078,91.66931572,17,2.89402403,0.029644099,96.15894468,4,0.30231825,1
218,96.35644147,4.178742154,66.83018204,17,8.321263765,0.003319741,93.11167976,6,0.202727259,1
900,99.57894712,2.785028841,61.46831931,11,2.636137476,0.09517173,83.70550655,2,0.442777758,1
473,90.03739062,2.73128014,67.42298411,0,2.15994149,0.050149215,94.68954513,8,0.363010131,1
164,89.09913759,4.686905719,90.6017276,22,8.157265573,0.050252391,91.83792427,3,0.443275125,1
245,95.06951211,4.504846409,76.20504293,11,6.386859395,0.092343615,91.56621461,3,0.210417396,1
323,82.64941313,4.036102093,94.90082067,10,7.588731349,0.028991824,93.56513765,7,0.354822758,1
338,90.93831028,1.83315089,80.98830165,12,5.061978594,0.033210613,91.27930917,5,0.385669498,1
276,90.924952,2.952537871,60.89001408,2,2.088739948,0.065634769,89.15027473,0,0.253362064,1
878,81.78946246,1.50753755,88.66854438,7,4.648122793,0.078517595,92.80760566,1,0.424897647,1
952,88.35968171,2.497625141,64.40931635,2,6.865081863,0.069931073,94.47454139,8,0.10100351,1
381,97.06569597,2.678958796,91.57518534,16,3.805624564,0.078871828,84.51533886,5,0.3379679,1
162,97.12307244,4.242380181,66.72410199,12,7.502434669,0.057510804,89.94099788,6,0.345427388,1
316,81.9847533,4.532127644,73.81785543,9,8.355208079,0.086282348,89.16344927,8,0.313537237,1
953,81.81441765,2.365790281,90.45085719,16,5.634135987,0.055010673,80.79806541,2,0.352019395,1
926,85.25390954,0.579670003,98.1692543,2,9.005770385,0.022934063,96.68877313,4,0.166890743,1
894,97.49532125,4.377982279,74.85735803,12,8.838532517,0.054170111,87.54764048,4,0.373912593,1
788,82.5780517,1.284254053,93.17600881,21,9.024463622,0.071294469,81.45378466,9,0.234315585,1
560,94.39993605,3.298468838,67.63169062,5,7.288296261,0.065357534,89.15798194,6,0.280821497,1
709,82.02331239,0.612369052,92.28719081,13,4.438311997,0.024301676,83.22961612,1,0.233243746,1
204,92.46275707,2.297779139,86.29976237,9,5.850010259,0.004107823,94.08828829,3,0.289574481,0
198,87.12134598,4.93682136,67.70974029,19,7.684085196,0.025248076,91.4354315,3,0.348627691,1
610,95.77827926,0.953121205,72.10015841,15,3.684509226,0.098404207,85.40227614,7,0.435337388,1
484,84.67380898,2.406619184,65.27083554,17,7.910748074,0.018446624,99.00947718,9,0.293374023,1
504,92.78403659,1.882174776,75.31868044,12,6.384708937,0.046437176,85.83490697,2,0.229289531,1
922,84.71365069,4.572896555,68.14594564,9,2.768139522,0.06383458,91.09993814,1,0.295176752,1
617,94.27320566,4.412030486,85.75991815,5,6.458290616,0.087947319,96.03135649,8,0.375521466,1
575,97.47356069,1.569644421,99.78020417,9,2.534209106,0.076025864,90.27784596,3,0.238680287,0
808,82.53603598,0.865345042,60.48036652,4,2.11445828,0.090895311,99.21711352,8,0.26571283,1
962,97.33191377,3.322122773,81.63679253,5,9.117021359,0.060438369,96.87709134,5,0.325135927,1
744,91.87150509,2.013659203,82.9466639,6,5.919328893,0.086531881,98.42038028,0,0.217603706,0
969,82.54220982,3.524379758,96.56835159,10,6.34631724,0.0263843,87.45405168,2,0.183633864,1
870,88.55083711,0.644538902,80.24021339,15,4.239502173,0.043056484,90.96710835,6,0.156156914,1
536,83.21720587,1.100296558,81.74805679,11,6.341957756,0.084377247,96.80332591,8,0.241043993,1
122,94.00695778,3.588675047,78.86611205,11,3.350949537,0.032556367,98.07000069,7,0.119337163,1
664,95.17736269,1.455667949,70.75617218,22,7.965166379,0.087122214,98.88727156,4,0.333393011,1
776,82.11593041,4.359144541,62.24116533,19,8.586793283,0.036311507,97.58303987,7,0.170363746,1
813,90.12279705,0.763658995,76.34630729,4,8.847006239,0.03633947,94.61509808,1,0.250957917,1
557,96.29250112,1.469668923,62.10365885,15,2.853221739,0.030903291,80.48429611,2,0.207689126,1
182,98.72326083,4.993521118,82.01969878,5,6.462035203,0.054694308,86.29906899,7,0.352155987,1
244,90.27035733,2.448842462,72.29174573,8,8.470007759,0.012906874,82.5787257,8,0.440138265,1
184,99.00558447,3.663345486,81.34409606,4,3.025731906,0.003660265,83.09517203,9,0.353320417,1
177,90.71377941,1.32198372,65.37187858,20,2.796179265,0.089741298,85.81814375,7,0.317001971,1
556,87.88380989,3.244409307,97.30519863,22,8.535535989,0.092893825,81.49480914,3,0.367633496,1
977,96.96406257,3.767477308,95.78084974,15,8.373888311,0.007617066,84.86063625,5,0.111996255,1
100,89.85965421,1.915144861,67.59986037,17,5.589545096,0.054969755,99.13957673,4,0.149137864,1
150,89.43805021,4.230037004,73.73777133,18,2.877689351,0.053968216,86.23887157,3,0.137970894,1
784,89.80624979,3.215379103,84.53971087,11,6.128985259,0.037243068,83.1942614,8,0.139278866,1
816,96.93570004,2.251053543,63.82744829,1,5.1584256,0.056890482,94.36600361,9,0.204193486,1
871,96.63883083,3.00939077,74.18271284,9,6.148379448,0.045811935,96.570103,2,0.312820904,1
545,88.07039985,3.095423813,70.04449147,11,5.519161616,0.048963501,86.28075699,0,0.145872631,1
548,86.6659972,1.244908817,96.62066915,13,6.548115307,0.075533682,85.56994621,6,0.474046496,1
980,89.83856048,2.312295664,94.10042545,17,7.817037748,0.052596027,84.83519096,9,0.441702721,1
587,91.45545019,2.045437646,83.19330965,18,8.198879229,0.032365809,87.86522478,7,0.488657742,1
899,84.76674421,2.304062252,80.81385347,5,7.191857586,0.058145611,81.74463516,2,0.117000018,1
133,95.87910169,3.924997648,97.22903178,4,3.59152492,0.0640754,93.38258453,2,0.440560979,1
447,89.72965531,2.671422834,97.29711132,15,5.176984205,0.066231134,96.44452651,5,0.42149363,1
194,86.68091097,4.73142269,98.77320501,13,2.56979223,0.061830665,93.27364559,1,0.460842346,1
171,82.13641986,1.82154386,65.01515536,12,5.613389825,0.066460276,88.4239938,5,0.311177667,1
650,84.77690321,2.370666102,66.42231243,20,9.762715302,0.031009278,85.77924495,4,0.415155628,1
253,98.98562344,4.041305647,87.06946795,1,7.133845661,0.044613391,88.18892329,6,0.120514752,1
349,86.10199374,2.95711067,81.65737906,1,3.236900117,0.066870617,88.4767497,8,0.130351116,0
773,83.37718579,2.961626659,60.7386362,11,4.148621278,0.075436854,93.32041657,8,0.147412896,1
537,89.21345583,0.740030734,62.47900144,0,2.51658917,0.043414613,98.56120711,0,0.465915545,1
217,86.14175487,2.293698482,95.52321529,18,3.459311121,0.036533284,81.41172979,6,0.12446774,1
870,80.70318501,1.718301796,94.75483182,15,5.902733148,0.071588266,99.06707186,2,0.140059811,1
990,86.46290435,4.997008053,74.29083688,6,4.758851051,0.022217318,98.20402567,3,0.472164161,1
405,90.88217248,1.887597818,95.64202468,20,3.631698538,0.00094922,82.35464601,1,0.142957033,1
367,91.03424744,4.480234407,83.74700298,6,3.172787309,0.0471166,83.67170062,0,0.447902519,1
153,87.13117842,3.543051808,92.23622588,15,7.248568936,0.017337315,86.23191203,9,0.415708315,1
335,88.94605513,2.034123841,77.09724285,5,6.464819015,0.037828276,91.19332082,2,0.116112795,0
488,99.31035836,2.945904703,64.53593309,17,8.741122498,0.029123415,82.68952392,9,0.108738959,1
833,87.54696954,4.28241146,77.34908251,0,3.466023086,0.077726189,84.00669907,8,0.313755353,1
862,85.16453627,4.475157341,78.29199192,0,8.783883679,0.03314085,98.05350588,0,0.498870162,1
924,84.86934088,1.221772438,82.03776775,13,6.62328938,0.064067579,82.18601262,2,0.451532064,1
500,89.15529225,2.028079135,64.22330852,5,4.129785552,0.06739126,87.9775653,4,0.224010173,1
723,95.19040297,2.008504311,99.65607452,5,4.188425125,0.045645429,95.26003555,2,0.254523694,0
866,84.11976368,0.689201582,69.76547283,3,5.123043121,0.008107794,97.77166234,3,0.255162398,1
402,94.18592254,3.192069919,67.94209614,11,5.681017733,0.070036509,86.72085125,3,0.393671526,1
306,80.42299647,4.346690238,81.07211675,17,2.660040678,0.007516791,83.28875011,0,0.236453101,1
328,88.37865956,2.217084745,81.48832718,9,8.735993325,0.009921296,94.74023318,5,0.159118825,0
952,95.5173013,3.830161752,77.59282951,2,2.972328555,0.019599737,95.45115517,6,0.398842963,1
677,86.77465912,3.324651861,90.87568585,2,5.867678744,0.02803758,99.60066888,6,0.283206247,1
174,91.27474203,2.19041931,80.66617603,7,5.063745866,0.08464517,82.79083703,5,0.130711489,0
534,84.09958466,1.134769098,84.38781821,21,6.098296674,0.067492178,94.18841765,6,0.416020907,1
202,94.83990782,3.691957337,88.94985542,22,9.099860137,0.038721279,88.34585075,2,0.334124506,1
521,81.04558207,4.34554326,61.00100406,0,9.912706719,0.097862745,98.29258875,4,0.29574773,1
803,97.0508529,3.586345216,82.8257673,17,2.162170981,0.024360254,88.15661769,6,0.369337267,1
863,83.96392773,0.580453178,95.36777885,14,5.145915454,0.060981439,88.91920751,9,0.302147073,1
837,97.48796063,1.473048025,60.69554972,20,8.540884247,0.084721411,82.53593196,4,0.359368059,1
905,87.05058483,0.812659932,76.20728415,19,4.612823042,0.080202258,86.4187357,9,0.446995418,1
405,94.45367149,3.066737448,97.04909801,16,7.192289407,0.009030775,88.01680941,1,0.345405747,1
197,86.38450596,3.904149555,74.12617609,10,9.93807363,0.069727422,80.35017509,5,0.363840199,1
949,98.11823342,0.997606342,78.34915297,12,7.174170311,0.025786376,88.75148937,6,0.345542428,1
897,82.53274251,4.272520193,99.26165572,19,2.889531021,0.035573348,86.72637103,1,0.312471911,1
434,83.57039579,2.999790403,67.97295436,9,8.743455656,0.048899198,96.07679472,9,0.168788964,1
958,89.8606025,3.604860555,62.61020757,12,9.733259498,0.079075017,82.14225227,7,0.234271057,1
534,81.63876878,4.871308319,94.37690363,16,7.70006737,0.016620144,95.20422254,4,0.377243587,1
546,83.91960369,0.876564447,94.73861365,20,5.352544799,0.010855524,94.28023087,7,0.270190443,1
407,98.87532764,4.555508103,78.88311339,0,9.587201403,0.015344125,84.83564656,2,0.262451605,1
348,99.52979322,1.067462132,80.56828698,19,9.74857612,0.021822354,81.66543337,1,0.403707714,1
265,87.52518659,2.26831463,93.43225478,15,9.480933948,0.005950185,96.83666892,6,0.102227544,1
580,98.46572042,4.331474133,89.54237992,15,5.294552018,0.092635647,84.98860085,4,0.371597792,1
434,90.89649351,4.578144065,70.60596009,20,8.317661392,0.031908341,82.91120239,4,0.295690604,1
641,85.39484932,2.778672531,60.6757342,2,7.233434872,0.017697563,87.18073204,7,0.250705032,1
858,94.04797442,3.173470872,79.1880065,1,3.437653327,0.06378342,88.01765647,8,0.236214645,1
205,93.17803613,3.686663006,94.35649304,5,6.284119213,0.078699612,86.5217596,7,0.169150198,1
662,99.78250638,4.247414008,95.83338707,10,7.981528073,0.075323417,99.52962225,9,0.233700833,1
180,85.30094575,1.046800263,98.24904788,2,9.167298208,0.071870719,97.61641339,1,0.256567389,0
232,93.44119005,4.145311887,95.1825295,0,8.900786963,0.005052998,97.45950993,9,0.274979568,1
896,81.0404751,2.665742677,83.20174221,10,3.237268001,0.078215952,87.97535181,6,0.368920255,1
999,82.27292077,2.527805413,77.78422397,12,5.904265972,0.050187864,99.25739279,4,0.281428408,1
237,80.0783675,2.407548884,90.99399386,4,5.826149036,0.064908602,93.68030593,6,0.418513722,0
283,99.98921362,2.791452134,89.59286537,17,9.189896495,0.095642462,96.63989337,2,0.355895199,1
500,96.04547394,4.75272749,81.5257372,14,2.015498473,0.081067254,90.0175025,3,0.175838832,1
429,95.73446029,2.966916978,63.4930949,17,7.909708301,0.082537201,83.21234586,6,0.210869269,1
884,90.19452151,4.789298922,97.04325387,14,6.949132132,0.018146722,97.7377101,1,0.131699675,1
607,86.00134166,1.311305588,78.2241015,19,9.372571785,0.047641713,89.72853479,1,0.478288702,1
951,83.02528569,3.758611905,74.53335128,19,5.655338803,0.094932549,99.37109818,0,0.454620192,1
168,85.69349478,4.155077924,85.18269581,19,7.261377999,0.058268525,85.09722023,0,0.13391849,1
645,87.51942444,3.556079741,86.95351845,6,9.781976243,0.010258637,99.84757983,0,0.329630406,1
873,95.12620194,3.231150261,68.42751668,16,7.951230103,0.073181982,84.44849364,5,0.484160728,1
152,90.79323578,3.041657515,93.47755379,7,2.539071793,0.004292685,87.36333516,4,0.398857116,1
549,81.54967253,4.374187172,71.59748375,12,3.340268408,0.074229727,91.88033046,9,0.296724878,1
304,80.36058018,4.197409687,67.46735704,15,8.571608824,0.087977263,93.86646118,7,0.196441196,1
225,82.04664359,1.050299245,76.25599411,9,4.678364328,0.042525014,94.40564338,4,0.21161483,0
846,88.20997427,4.318644457,89.22240324,13,7.647344885,0.041361286,89.52504818,0,0.394495182,1
142,98.66385834,2.363308787,98.61832714,5,7.598589867,0.030421138,81.53653914,7,0.412230109,0
851,92.74804962,1.641635735,92.37125057,19,9.949604187,0.087693829,89.92096303,5,0.31147733,1
982,96.036518,4.413958556,97.61393511,21,5.758981789,0.05477846,86.69375905,7,0.148379481,1
210,89.32749189,2.444111598,65.62423216,6,7.902658884,0.057925994,93.15311218,1,0.473547349,1
860,87.23332166,4.137641106,62.84707195,5,2.390023018,0.066170739,83.64551168,9,0.437905094,1
762,82.16800745,1.685316254,82.30819048,16,5.700728166,0.030023095,87.8782465,7,0.156215512,1
282,97.51866044,0.517681946,71.61189932,20,3.493452359,0.043278631,99.32238308,5,0.122691033,1
947,95.66320058,2.729566368,93.12219892,23,8.724572414,0.074160576,81.77734798,0,0.314347073,1
194,83.36236195,0.951027155,86.87951486,7,8.719266656,0.098548697,92.04668316,0,0.213657047,0
473,90.24521128,3.8946918,98.82912656,11,3.890915366,0.003430554,81.81296458,9,0.213299884,1
619,89.74749616,1.742338112,70.19169423,3,4.546281225,0.00426485,83.13991312,4,0.134888637,1
999,92.50183105,2.49640541,79.43136457,9,7.619822276,0.042808248,92.09868777,6,0.481354334,1
459,98.92373788,0.891651043,80.0496191,5,7.906127387,0.065962183,88.87991045,3,0.432066584,0
999,91.59542884,1.789966618,69.56707179,6,7.261052817,0.038636462,90.96997994,9,0.145533837,1
795,90.80434534,4.016706095,83.60373598,20,9.9735571,0.099963865,97.59744341,4,0.450639507,1
380,81.00645866,1.182145604,77.73143944,7,8.949465696,0.019535926,96.34480485,9,0.373182422,0
294,81.25814952,3.412218025,77.86886224,2,5.336471046,0.000792546,97.75962899,2,0.230176453,1
963,83.74693583,4.628416338,74.50946592,7,4.615813772,0.019012936,92.32509842,1,0.448500222,1
294,80.64941543,3.559265419,60.6771741,14,6.774797984,0.088684238,89.79286339,1,0.339208875,1
766,94.86705791,4.149597602,80.88380948,20,8.541090687,0.014514899,89.18395164,4,0.439467938,1
192,94.46660608,0.990372332,73.40991343,0,5.80274779,0.047897478,94.79617112,3,0.28770717,1
771,82.72112469,1.628293217,60.05279476,12,7.901540855,0.041927618,90.42599757,1,0.300260416,1
160,96.72157802,4.525424835,72.31774831,21,2.153280316,0.066572532,82.11537593,4,0.216404012,1
733,83.0957207,3.717975261,71.14513332,17,9.406720866,0.005459559,82.83878048,9,0.255077077,1
150,86.02351174,3.377992219,75.73792613,14,8.19067782,0.065875017,87.14165535,8,0.327100828,1
502,84.97953798,3.486950313,65.27407959,6,5.153520694,0.035475164,81.35646744,7,0.478823689,1
888,87.44614197,2.363902494,80.30735299,14,5.072098604,0.092603956,84.78462439,8,0.340047104,1
104,85.09327532,0.700504842,87.6976141,2,2.823094462,0.084888733,93.12801706,8,0.158951277,0
565,89.77901853,4.029986939,85.20742276,13,8.529229791,0.039950625,80.24860625,7,0.102798474,1
703,88.14815763,3.554209563,92.1501979,19,8.149036074,0.099289184,92.08185731,8,0.440395142,1
781,99.73138982,2.627620089,78.08033152,3,7.04199766,0.005194375,95.44713846,3,0.245730169,0
928,81.118527,4.548918269,80.76366921,3,2.811651777,0.078863222,83.40307503,7,0.225986376,1
633,82.84362753,2.012718492,92.41607763,2,4.098730925,0.043383652,83.61937126,1,0.420292449,0
504,81.05651788,1.824447849,77.10804683,4,5.671315786,0.043330514,80.57712733,8,0.47814572,0
937,92.5168239,4.427583463,88.063974,10,4.12777555,0.01701338,90.24900078,8,0.399218035,1
612,81.09018555,4.086444446,77.38409475,7,5.471791385,0.051487992,93.09175114,2,0.169538925,1
744,96.72879475,2.817409148,76.70944778,1,3.807660325,0.00847185,89.13819164,5,0.256551317,0
332,90.23877261,1.088306328,90.40822498,15,4.79680403,0.061657718,87.78897619,6,0.403759421,1
623,90.54015249,1.467821622,66.99347662,9,7.218375069,0.024159044,89.08825635,2,0.462770326,1
445,91.23189015,3.453025957,73.54343888,17,9.138888646,0.072485805,95.63056437,4,0.499440026,1
145,83.41627413,2.23268557,68.96689107,6,5.08024545,0.060736152,80.67028615,0,0.304624363,1
645,83.95380606,4.264129362,74.36439772,4,7.535265849,0.074640501,95.67637122,2,0.429009927,1
177,86.37634646,4.774797542,69.21499289,6,3.078344691,0.074974207,93.32684231,7,0.118652657,1
829,91.86992832,4.125366164,83.17622524,20,6.326543823,0.019670905,84.82853108,2,0.2143299,1
912,84.20235552,2.198954403,91.9268321,5,9.373633804,6.75E-05,90.49479452,7,0.248605361,1
172,82.32663454,4.049088932,91.46452245,23,2.223486436,0.036576126,80.98581341,8,0.490209538,1
893,99.40233773,2.081487531,74.58003858,0,4.140458894,0.091906922,87.59177341,5,0.101357459,1
348,80.4396363,1.251950395,99.55041624,10,3.059948269,0.057789938,83.48084958,6,0.223208295,0
146,96.05394811,0.650269422,83.75417459,12,6.264971836,0.072750201,80.44600772,5,0.472164904,1
220,95.76070299,2.235725207,75.97601207,11,7.437139713,0.087957034,87.14178996,7,0.222671294,1
313,85.94428228,4.566016867,93.42157117,0,2.462233537,0.090605825,94.52224835,6,0.190026706,1
338,82.71253232,1.575439645,89.19496051,20,2.562275365,0.052902516,98.42043735,9,0.392035405,1
155,82.91257293,1.429309242,89.97101347,14,8.957033542,0.054094208,93.24527026,0,0.398135557,1
449,93.94863234,4.864193534,67.84557399,0,5.649865189,0.085093884,88.03940256,2,0.288871153,1
206,92.85613182,0.612518508,78.73297229,2,5.703612797,0.080748544,99.98992225,2,0.478766988,0
930,95.65491349,4.036019677,94.47312523,14,9.55664316,0.06988586,85.65887016,2,0.181082832,1
147,98.74962345,1.946164801,80.16152031,8,4.561676882,0.060446429,83.74262865,3,0.465366334,0
672,93.83854727,0.668695806,87.33810974,13,9.176189176,0.06172151,89.27364538,0,0.402203231,1
436,83.11703073,4.630111431,83.51734932,22,9.794037957,0.036291134,90.09822831,1,0.247283336,1
125,84.86885234,1.128390486,93.69427151,21,3.933553581,0.084091775,87.0964676,4,0.422763448,1
903,96.84387462,2.983006777,71.38243359,23,6.112310794,0.061777971,93.90998158,5,0.153280871,1
356,84.18612152,1.733243933,83.01901112,7,6.274849223,0.022352806,83.67728824,8,0.152392997,0
107,81.45044634,0.79336761,64.92938672,21,8.929344894,0.023984328,90.2067952,1,0.471974881,1
724,94.06560108,0.724651185,87.60843107,3,4.431265091,0.086160301,90.00253917,8,0.137912203,0
966,88.05052711,1.020005145,89.27871353,19,8.384339547,0.062570755,96.47572845,6,0.101631843,1
352,98.40080105,0.821151563,61.71349285,19,9.76805913,0.039870413,98.53936398,8,0.255612197,1
791,93.00510142,3.92251152,87.03163855,5,8.722693222,0.018710076,93.26531747,3,0.14154039,1
818,81.80837956,2.68504791,76.58760617,0,9.273122268,0.061021597,86.10743181,6,0.445214597,1
402,98.95713135,2.043014411,64.96387504,17,7.666835513,0.018431038,93.7922204,0,0.469077405,1
738,85.17114527,2.382660096,76.79630191,5,9.231646082,0.047016703,85.02742258,7,0.292970546,0
155,86.74424981,4.68026031,67.76931719,13,3.318805083,0.067751053,99.33088781,6,0.270188613,1
825,88.04520827,4.598383157,76.62238128,10,7.69889132,0.056541543,96.44724238,6,0.315615711,1
625,81.02448593,3.720544161,75.37356112,16,7.85501884,0.09220999,88.62380511,1,0.19047785,1
573,89.93030844,4.481070698,89.53566548,8,5.513447572,0.00397212,95.68687034,9,0.219186345,1
127,82.46636982,1.938416124,90.96862233,21,2.637907739,0.027979488,88.17311291,8,0.140390868,1
177,88.01940653,2.214991967,84.28114618,6,6.97954997,0.00570861,81.49220318,7,0.278580036,0
315,87.01419576,3.261704818,60.90747369,13,2.415046453,0.019460423,94.13537746,0,0.344676649,1
